App Name,Usage Time (mins),Topic Keywords,Engagement Level,Device,Time of Day,Previous Question Answered,Suggested Question
LinkedIn,58,Machine Learning,Medium,Tablet,Morning,No,Can you share a recent ML project you worked on?
YouTube,49,Cybersecurity,High,Desktop,Evening,Yes,What tools do you recommend for threat detection?
Twitter,19,Data Science,Medium,Tablet,Afternoon,Yes,What statistical methods do you prefer in Data Science?
Facebook,10,Machine Learning,Medium,Desktop,Night,No,How do you handle overfitting in ML?
LinkedIn,24,Cybersecurity,High,Desktop,Afternoon,Yes,What is your favorite cybersecurity framework?
Twitter,58,Cybersecurity,Medium,Desktop,Evening,Yes,What tools do you recommend for threat detection?
YouTube,10,Data Science,Low,Tablet,Morning,Yes,How do you clean messy datasets?
Twitter,18,Cybersecurity,Low,Smartphone,Evening,No,Have you implemented encryption in your projects?
Instagram,28,Machine Learning,Medium,Desktop,Evening,Yes,What tools do you use for ML development?
Instagram,49,Machine Learning,High,Desktop,Afternoon,Yes,How do you handle overfitting in ML?
TikTok,37,Data Science,High,Tablet,Evening,No,What statistical methods do you prefer in Data Science?
YouTube,20,Machine Learning,Low,Smartphone,Afternoon,No,What tools do you use for ML development?
TikTok,60,Data Science,Low,Desktop,Night,Yes,What statistical methods do you prefer in Data Science?
Instagram,12,Data Science,Low,Tablet,Morning,No,How do you deal with missing data?
YouTube,19,Machine Learning,Medium,Smartphone,Morning,Yes,What tools do you use for ML development?
LinkedIn,39,Machine Learning,High,Tablet,Evening,Yes,Can you share a recent ML project you worked on?
Facebook,15,Data Science,Medium,Smartphone,Evening,No,What statistical methods do you prefer in Data Science?
YouTube,52,Cybersecurity,High,Tablet,Morning,No,How do you secure APIs in applications?
YouTube,31,Data Science,High,Desktop,Afternoon,Yes,What is your experience with Python in data analysis?
Facebook,38,Machine Learning,High,Tablet,Evening,Yes,Can you share a recent ML project you worked on?
Instagram,14,Data Science,Medium,Desktop,Afternoon,Yes,How do you clean messy datasets?
Twitter,51,Cybersecurity,Low,Tablet,Morning,No,What is your favorite cybersecurity framework?
Facebook,20,Cybersecurity,Low,Smartphone,Afternoon,No,How do you prevent phishing attacks?
Facebook,19,Machine Learning,High,Tablet,Afternoon,Yes,What is your preferred ML algorithm?
Twitter,37,Cybersecurity,Medium,Desktop,Evening,Yes,How do you secure APIs in applications?
LinkedIn,52,Cybersecurity,Medium,Smartphone,Morning,Yes,What is your favorite cybersecurity framework?
Twitter,12,Cybersecurity,High,Desktop,Night,Yes,How do you prevent phishing attacks?
YouTube,54,Machine Learning,Low,Desktop,Morning,No,Can you share a recent ML project you worked on?
LinkedIn,52,Machine Learning,Low,Smartphone,Morning,No,What is your preferred ML algorithm?
TikTok,56,Cybersecurity,Low,Tablet,Evening,Yes,How do you secure APIs in applications?
TikTok,47,Cybersecurity,Low,Desktop,Afternoon,No,What is your favorite cybersecurity framework?
Facebook,23,Machine Learning,Low,Smartphone,Morning,Yes,What is your preferred ML algorithm?
LinkedIn,32,Machine Learning,High,Tablet,Evening,Yes,What tools do you use for ML development?
Instagram,56,Data Science,Medium,Tablet,Afternoon,No,What statistical methods do you prefer in Data Science?
Instagram,16,Machine Learning,Low,Desktop,Afternoon,Yes,Have you explored reinforcement learning?
YouTube,21,Data Science,High,Desktop,Night,Yes,How do you deal with missing data?
Instagram,46,Machine Learning,Medium,Desktop,Night,No,Can you share a recent ML project you worked on?
LinkedIn,28,Machine Learning,High,Desktop,Night,Yes,What is your preferred ML algorithm?
LinkedIn,42,Data Science,High,Desktop,Afternoon,No,How do you clean messy datasets?
Facebook,25,Machine Learning,Low,Desktop,Morning,Yes,How do you handle overfitting in ML?
LinkedIn,45,Machine Learning,Low,Desktop,Night,No,What tools do you use for ML development?
LinkedIn,52,Machine Learning,High,Desktop,Night,No,What tools do you use for ML development?
Twitter,55,Cybersecurity,High,Tablet,Afternoon,Yes,Have you implemented encryption in your projects?
Instagram,21,Cybersecurity,Low,Smartphone,Evening,No,How do you secure APIs in applications?
Twitter,44,Cybersecurity,High,Tablet,Afternoon,Yes,Have you implemented encryption in your projects?
